months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,policy_limit,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,auto_make,auto_model,auto_year,weather_condition,previous_claims,avg_past_claim_amount,max_past_claim_amount,tenure_days,vehicle_age,seasonal_factor,time_factor,weather_factor,total_claim_amount,frequency
104,52,PN00000083,2016-10-28,FL,500,4150.682823501174,500000,0,83790,Female,PhD,Teacher,Widowed,16003.895042554594,14552.915269353683,2020-05-12,Theft,Parked Car,Minor,9,4,2,0,False,Toyota,Convertible,2008,Fog,1,14858.373340119635,14858.373340119635,1292,12,1.05,1.1,1.2,7563.644987486984,5
4,22,PN00000084,2019-02-25,TX,1000,2810.309833965296,1000000,0,75025,Male,Master,Teacher,Divorced,23149.39120514924,12048.578377230167,2021-06-19,Theft,Parked Car,Minor,18,1,0,2,False,BMW,Convertible,2023,Fog,1,5783.1126349944525,5783.1126349944525,845,-2,1.0,1.1,1.2,7526.047522721727,0
2,31,PN00000085,2018-12-26,IL,500,676.7691747953454,100000,500000,78285,Female,Master,Teacher,Widowed,33339.13959461028,25886.038463036115,2024-07-26,Theft,Rear-end,Major,11,2,1,3,True,Ford,Sedan,2009,Rain,0,0.0,0.0,2039,15,1.0,1.0,1.3,4385.890907287244,0
6,47,PN00000086,2017-05-08,NY,250,4757.926481216775,500000,100000,63126,Male,PhD,Engineer,Single,8859.533732432645,24102.797430891354,2017-03-24,Vandalism,Rear-end,Totaled,3,1,4,4,False,Toyota,Sedan,2020,Clear,0,0.0,0.0,0,-3,1.05,1.2,1.0,17323.429418460142,1
54,21,PN00000087,2022-07-08,TX,500,872.3032854553483,500000,500000,74094,Female,PhD,Teacher,Single,44384.09427003923,23977.500856427603,2022-05-19,Collision,Side-swipe,Minor,5,4,2,0,False,Chevrolet,Convertible,2008,Fog,1,16063.372228271415,16063.372228271415,0,14,1.05,1.0,1.2,4922.800272912808,0
106,56,PN00000088,2017-12-29,CA,500,3189.5757614019026,1000000,250000,19734,Female,Bachelor,Engineer,Divorced,48592.43888633309,20263.849871673727,2023-07-27,Vandalism,Rear-end,Major,22,2,4,4,False,Honda,SUV,2009,Snow,0,0.0,0.0,2036,14,1.0,1.2,1.5,14954.229382455642,3
4,81,PN00000089,2022-11-14,FL,250,4449.504933200821,250000,500000,40421,Female,Master,Sales,Single,11479.9997746596,36352.87721994245,2021-07-02,Natural Disaster,Side-swipe,Minor,19,2,3,3,False,Chevrolet,Convertible,2021,Snow,1,5572.2824188692175,5572.2824188692175,0,0,1.0,1.0,1.5,15439.763698283652,0
54,42,PN00000090,2022-08-31,TX,500,858.9640898758724,250000,500000,79939,Female,Master,Engineer,Widowed,42709.8706239753,30734.53659684057,2023-05-27,Vandalism,Rear-end,Major,8,1,2,3,True,BMW,Sedan,2016,Fog,0,0.0,0.0,269,7,1.05,1.1,1.2,10017.01723178726,0
93,45,PN00000091,2022-04-08,NY,250,2992.520247872058,250000,250000,17672,Female,Bachelor,Teacher,Single,19729.605069098623,24390.764241983652,2022-03-18,Vandalism,Head-on,Minor,7,3,0,3,True,BMW,Truck,2009,Clear,1,8553.21577112467,8553.21577112467,0,13,1.05,1.1,1.0,8027.306587039173,3
63,83,PN00000092,2015-10-20,TX,500,4209.304439860035,1000000,0,50806,Female,High School,Manager,Single,87521.17697823461,36035.02473332414,2023-09-08,Natural Disaster,Parked Car,Minor,12,3,4,0,True,Honda,Coupe,2002,Clear,1,4137.680131183581,4137.680131183581,2880,21,1.05,1.0,1.0,12768.225229629736,2
18,39,PN00000093,2021-10-31,CA,250,4938.461188906081,1000000,500000,39737,Male,PhD,Teacher,Widowed,50929.34241095391,13084.804553822938,2022-01-18,Natural Disaster,Side-swipe,Totaled,9,2,2,2,False,BMW,Truck,2001,Fog,0,0.0,0.0,79,21,1.1,1.1,1.2,19089.262110792417,0
90,48,PN00000094,2022-02-13,IL,2000,3759.4733036630955,1000000,250000,41035,Female,PhD,Engineer,Widowed,95196.61422997512,44591.838782998006,2022-06-01,Vandalism,Head-on,Minor,22,4,3,1,True,Toyota,Convertible,2017,Fog,2,14463.493051932302,27160.286335156317,108,5,1.0,1.2,1.2,10369.729435566634,3
44,40,PN00000095,2016-12-01,FL,2000,1752.5046895848213,500000,100000,39425,Male,High School,Engineer,Married,34143.1493525576,19208.383420282298,2021-04-08,Natural Disaster,Side-swipe,Major,18,4,2,0,True,Ford,Truck,2020,Rain,0,0.0,0.0,1589,1,1.05,1.1,1.3,9141.850610729354,1
34,65,PN00000096,2020-12-27,NY,1000,3648.0664843043423,500000,0,13455,Male,Bachelor,Clerical,Married,34139.51427567508,16379.633650988695,2021-05-03,Natural Disaster,Rear-end,Minor,16,4,2,2,True,Toyota,Truck,2017,Clear,2,6802.197446277952,12737.348493161675,127,4,1.05,1.1,1.0,12042.045266044952,1
74,37,PN00000097,2023-03-06,FL,500,3675.950461884377,1000000,250000,21367,Female,Bachelor,Clerical,Divorced,33871.18468174489,27113.747664909482,2022-04-21,Collision,Head-on,Major,8,4,3,4,False,Honda,Truck,2020,Snow,0,0.0,0.0,0,2,1.05,1.1,1.5,17217.468662520878,1
62,55,PN00000098,2017-09-29,FL,1000,3649.8470544707784,250000,0,56838,Female,Bachelor,Clerical,Divorced,26828.451388839523,13520.470303267351,2017-10-02,Collision,Rear-end,Totaled,22,2,1,0,False,Ford,Truck,2004,Rain,0,0.0,0.0,3,13,1.05,1.2,1.3,8125.454476557561,0
100,72,PN00000099,2016-10-31,FL,250,4344.171966918975,100000,250000,33887,Male,Bachelor,Teacher,Married,78423.6615235514,13437.008717404375,2021-09-06,Natural Disaster,Parked Car,Minor,8,1,1,2,False,Ford,Coupe,2023,Clear,1,5594.2587230814015,5594.2587230814015,1771,-2,1.05,1.1,1.0,10412.822667089327,3
14,85,PN00000100,2020-03-08,TX,2000,893.2102813377091,250000,500000,29021,Male,Master,Engineer,Widowed,28274.081119139893,3893.7319737552934,2016-08-16,Vandalism,Parked Car,Minor,5,2,1,3,False,Chevrolet,Sedan,2019,Snow,0,0.0,0.0,0,-3,1.0,1.0,1.5,4121.654871066898,1
95,18,PN00000101,2019-04-04,TX,250,987.8893043694502,500000,0,44792,Female,Master,Clerical,Divorced,28801.32133787581,32596.952607880252,2020-05-22,Vandalism,Side-swipe,Minor,17,3,0,2,True,Honda,Convertible,2006,Rain,0,0.0,0.0,414,14,1.05,1.1,1.3,4198.69390186476,2
48,24,PN00000102,2018-01-10,IL,1000,3382.777059015011,500000,500000,12981,Male,Bachelor,Manager,Widowed,4689.625866562707,45636.51823240374,2018-12-14,Collision,Head-on,Major,3,2,4,2,True,BMW,Coupe,2023,Fog,0,0.0,0.0,338,-5,1.1,1.2,1.2,25218.982800735546,2
15,74,PN00000103,2022-03-06,CA,250,4792.464932441845,250000,250000,11305,Male,PhD,Sales,Married,96536.1381571894,34263.177696575454,2021-07-19,Natural Disaster,Side-swipe,Major,7,1,0,3,True,Honda,Convertible,2017,Fog,0,0.0,0.0,0,4,1.0,1.1,1.2,16705.75711206814,1
72,29,PN00000104,2022-09-19,NY,250,2596.273875136607,250000,500000,45869,Female,High School,Sales,Married,88629.38488470067,28386.872360739348,2022-08-17,Collision,Parked Car,Major,6,3,0,1,True,Honda,Truck,2005,Snow,0,0.0,0.0,0,17,1.0,1.0,1.5,6477.566273382928,0
78,22,PN00000105,2021-03-31,TX,250,4822.532157315538,500000,500000,17014,Male,High School,Clerical,Divorced,29250.96558425232,35589.43112095236,2020-03-27,Collision,Parked Car,Totaled,14,2,3,1,True,Chevrolet,Coupe,2019,Clear,0,0.0,0.0,0,1,1.05,1.0,1.0,16323.366221137872,7
87,67,PN00000106,2017-06-18,FL,250,4721.383667822693,500000,250000,41112,Female,PhD,Clerical,Married,52076.903729093436,48322.54220571584,2022-12-01,Natural Disaster,Rear-end,Totaled,16,2,0,2,True,Honda,Sedan,2018,Clear,0,0.0,0.0,1992,4,1.1,1.1,1.0,21883.938348939664,1
62,59,PN00000107,2022-09-05,CA,2000,4563.093822054438,1000000,500000,25391,Female,Bachelor,Clerical,Divorced,48274.50963444555,16824.687109275288,2023-08-02,Collision,Parked Car,Totaled,3,3,4,4,False,Toyota,SUV,2008,Fog,0,0.0,0.0,331,15,1.0,1.2,1.2,8892.319921137847,2
40,29,PN00000108,2018-08-21,NY,250,4594.329386888384,100000,500000,98759,Male,Bachelor,Sales,Single,8770.309652575424,21534.527886248812,2019-12-15,Natural Disaster,Parked Car,Totaled,21,1,2,2,True,Toyota,Convertible,2010,Snow,0,0.0,0.0,481,9,1.1,1.0,1.5,26425.76466958782,2
85,35,PN00000109,2023-08-14,NY,250,4542.434569975937,1000000,500000,81220,Male,High School,Clerical,Widowed,53119.713877090944,14310.921090002137,2024-08-05,Natural Disaster,Side-swipe,Minor,3,1,3,4,False,Honda,Sedan,2004,Clear,0,0.0,0.0,357,20,1.0,1.2,1.0,9308.812314155157,5
80,83,PN00000110,2023-09-14,NY,2000,4189.50222592632,1000000,100000,13974,Male,High School,Manager,Widowed,11332.659689130785,836.0528831991287,2019-03-11,Vandalism,Rear-end,Minor,13,2,1,3,True,Chevrolet,Coupe,2022,Clear,0,0.0,0.0,0,-3,1.05,1.0,1.0,11845.804271244602,1
109,34,PN00000111,2015-08-18,NY,250,3627.4053137239866,250000,100000,12966,Female,Master,Manager,Widowed,43408.96266230496,17371.327418823414,2019-08-05,Collision,Side-swipe,Major,21,4,0,1,True,Honda,Convertible,2016,Fog,0,0.0,0.0,1448,3,1.0,1.0,1.2,8043.916566246788,4
82,85,PN00000112,2017-07-27,IL,250,609.8368036667371,250000,100000,53856,Male,High School,Manager,Single,8780.428686101715,3580.7777350624406,2016-09-08,Natural Disaster,Parked Car,Major,0,4,3,3,True,Honda,Sedan,2014,Rain,1,26319.404141863386,26319.404141863386,0,2,1.05,1.2,1.3,20900.275884553957,0
111,88,PN00000113,2015-05-12,NY,1000,1095.1411647022362,100000,0,31427,Male,High School,Manager,Married,58891.618568720085,42919.938212359346,2016-04-25,Natural Disaster,Side-swipe,Totaled,11,3,0,1,False,Toyota,SUV,2000,Snow,2,13445.354284583862,19548.346852767572,349,16,1.05,1.0,1.5,6537.454782841371,2
53,79,PN00000114,2018-07-16,CA,2000,1104.044245391602,1000000,500000,78756,Female,High School,Engineer,Married,4900.888372587542,35780.45968905691,2022-08-15,Vandalism,Side-swipe,Totaled,8,4,4,1,True,Chevrolet,Convertible,2009,Clear,0,0.0,0.0,1491,13,1.0,1.1,1.0,6303.559315651859,0
24,58,PN00000115,2019-07-02,TX,500,605.9312792581544,1000000,500000,60251,Male,High School,Clerical,Single,62842.86301969585,15201.570461593472,2016-07-03,Theft,Rear-end,Totaled,18,2,1,0,True,Ford,Convertible,2023,Fog,1,11358.813928025078,11358.813928025078,0,-7,1.0,1.1,1.2,20054.990941250788,1
26,51,PN00000116,2018-01-01,CA,250,1025.157957906365,500000,500000,47845,Male,Master,Teacher,Single,70721.84692714816,16397.233006710027,2017-06-09,Vandalism,Parked Car,Minor,20,1,2,0,True,Ford,Coupe,2011,Clear,0,0.0,0.0,0,6,1.0,1.0,1.0,4275.2629418571705,0
89,87,PN00000117,2015-09-29,FL,1000,4638.858951051979,500000,0,71846,Female,Master,Engineer,Married,57086.31930776703,28480.163696819698,2020-02-09,Collision,Side-swipe,Totaled,2,4,2,0,False,Chevrolet,Coupe,2009,Clear,1,11083.592880577926,11083.592880577926,1594,11,1.1,1.2,1.0,15001.797649876638,9
60,62,PN00000118,2017-05-14,IL,2000,3487.119291098537,100000,0,62804,Female,Master,Teacher,Single,46949.003040990334,39901.595871689264,2019-11-29,Vandalism,Side-swipe,Major,23,2,1,3,True,Chevrolet,SUV,2002,Clear,0,0.0,0.0,929,17,1.05,1.2,1.0,8692.92085194312,1
109,75,PN00000119,2021-05-12,IL,250,1904.328582329401,250000,250000,90612,Male,PhD,Teacher,Married,6079.270633558543,35935.364796969756,2024-04-27,Collision,Head-on,Totaled,4,3,2,2,True,Ford,Coupe,2009,Snow,0,0.0,0.0,1081,15,1.05,1.2,1.5,21344.55194391597,0
41,68,PN00000120,2023-01-19,FL,500,4070.1200550650597,500000,500000,80180,Female,High School,Engineer,Single,1135.327090728766,1440.9063936277332,2022-07-19,Theft,Side-swipe,Totaled,22,4,1,0,True,Honda,SUV,2008,Fog,0,0.0,0.0,0,14,1.0,1.2,1.2,12105.217443125955,2
29,51,PN00000121,2018-07-12,CA,250,2697.662691296829,100000,250000,19862,Male,Master,Clerical,Single,34243.15292773075,39264.80210724661,2016-04-20,Collision,Head-on,Major,10,3,4,4,True,Toyota,Convertible,2011,Fog,0,0.0,0.0,0,5,1.05,1.0,1.2,18571.006672075666,2
15,61,PN00000122,2017-05-20,CA,1000,1139.5716661214447,1000000,250000,48972,Female,PhD,Engineer,Married,77125.24340641311,44066.690536696406,2024-07-31,Collision,Parked Car,Totaled,11,4,4,3,False,Toyota,Truck,2019,Rain,0,0.0,0.0,2629,5,1.0,1.0,1.3,13555.306867984946,0
45,32,PN00000123,2022-05-08,FL,2000,4480.259365519217,100000,0,84240,Female,PhD,Sales,Married,64727.78949673703,4494.490408665692,2023-01-04,Collision,Side-swipe,Totaled,18,4,2,3,False,Ford,Truck,2018,Snow,0,0.0,0.0,241,5,1.1,1.1,1.5,17163.0790401898,3
65,87,PN00000124,2020-08-06,NY,1000,2023.9787580641262,100000,100000,64149,Female,Bachelor,Manager,Married,12528.094373052834,38502.98646813492,2019-10-29,Collision,Head-on,Major,2,3,3,0,True,BMW,Truck,2010,Fog,0,0.0,0.0,0,9,1.05,1.2,1.2,13216.55050828459,0
89,67,PN00000125,2019-06-09,NY,2000,3644.866537384524,500000,0,32907,Male,Master,Engineer,Married,68793.91632036949,12586.454255067714,2020-04-07,Vandalism,Side-swipe,Major,13,1,0,1,False,BMW,Coupe,2007,Snow,0,0.0,0.0,303,13,1.05,1.0,1.5,9165.628547982044,2
71,49,PN00000126,2022-03-18,TX,500,1807.6737222482334,500000,0,36375,Female,High School,Engineer,Divorced,57491.55904110021,8685.419699201235,2017-02-02,Collision,Rear-end,Totaled,1,3,2,0,True,Honda,Truck,2003,Clear,1,7997.87115244405,7997.87115244405,0,14,1.1,1.2,1.0,13395.246169809494,0
9,84,PN00000127,2020-02-23,CA,250,2750.3206280321,1000000,100000,30342,Female,High School,Sales,Divorced,16672.319354567222,27193.826687604367,2020-10-19,Theft,Parked Car,Major,13,1,2,0,False,Ford,Convertible,2008,Snow,1,15202.94880226368,15202.94880226368,239,12,1.05,1.0,1.5,9625.98039312399,1
88,20,PN00000128,2016-08-08,CA,1000,4173.13720188687,1000000,100000,57502,Female,Bachelor,Manager,Married,75530.164142128,27633.593814858898,2019-11-14,Natural Disaster,Side-swipe,Minor,14,2,0,2,True,Ford,Truck,2013,Fog,1,8584.492069359123,8584.492069359123,1193,6,1.05,1.0,1.2,14864.366195426092,2
1,68,PN00000129,2017-12-20,FL,500,1205.4980589096544,1000000,0,87830,Female,PhD,Teacher,Widowed,83030.45086828318,23543.84287575031,2020-01-03,Vandalism,Parked Car,Major,9,4,4,2,False,BMW,Sedan,2005,Clear,1,2232.5060214692135,2232.5060214692135,744,15,1.1,1.1,1.0,8268.89967759995,0
108,84,PN00000130,2016-07-25,FL,500,4897.631278576753,100000,500000,88752,Male,Master,Sales,Widowed,23255.743167362387,45090.15869037663,2020-08-14,Collision,Rear-end,Totaled,20,2,2,1,True,Honda,SUV,2009,Snow,0,0.0,0.0,1481,11,1.0,1.0,1.5,17376.876797419383,12
8,65,PN00000131,2017-10-07,NY,250,815.9716528732679,100000,250000,30392,Female,Bachelor,Clerical,Divorced,63588.629336331695,12080.77944241907,2019-12-09,Theft,Parked Car,Major,5,1,1,2,False,BMW,Convertible,2003,Clear,0,0.0,0.0,793,16,1.1,1.0,1.0,9072.706144734413,1
88,34,PN00000132,2023-05-10,CA,1000,2903.040093832268,500000,500000,11976,Male,High School,Engineer,Single,37813.248023025546,30127.187906224823,2016-08-19,Vandalism,Parked Car,Minor,17,4,0,2,False,BMW,Sedan,2019,Fog,2,5343.925909235235,6287.9229547968025,0,-3,1.0,1.1,1.2,9456.378793746886,2
63,24,PN00000133,2021-04-18,CA,250,4622.114837083766,1000000,250000,75528,Male,PhD,Engineer,Married,5846.09981858859,20493.360639262824,2023-06-01,Vandalism,Parked Car,Major,1,1,0,3,True,BMW,Convertible,2002,Fog,0,0.0,0.0,774,21,1.0,1.2,1.2,10149.781806581666,1
11,30,PN00000134,2021-01-16,IL,250,4755.622481971364,500000,500000,90826,Female,PhD,Sales,Divorced,86135.32238862767,43688.94989218139,2018-09-27,Collision,Parked Car,Totaled,21,1,3,2,True,Toyota,Truck,2021,Rain,2,6368.914194733328,7678.052806789258,0,-3,1.05,1.0,1.3,26336.60062783699,2
115,83,PN00000135,2017-12-12,TX,2000,1544.490332958992,1000000,100000,32854,Male,Master,Engineer,Widowed,82074.44809617675,6640.757003056225,2018-10-11,Theft,Parked Car,Minor,3,4,4,0,False,Ford,Sedan,2001,Clear,0,0.0,0.0,303,17,1.05,1.2,1.0,2520.5206233055724,2
81,21,PN00000136,2023-05-18,TX,2000,1147.9324154666388,1000000,500000,36033,Female,Master,Manager,Married,31794.250814015533,4145.7638658771275,2018-08-19,Vandalism,Head-on,Minor,3,4,4,4,True,Honda,SUV,2019,Rain,1,8524.673830748352,8524.673830748352,0,-1,1.0,1.2,1.3,7264.601455000964,0
8,27,PN00000137,2021-07-22,NY,250,3759.8135014305094,500000,0,31877,Male,Master,Manager,Single,53150.51668105086,49638.009959072806,2023-04-08,Collision,Head-on,Minor,4,2,2,0,False,Honda,Convertible,2015,Snow,1,3792.1234085603023,3792.1234085603023,625,8,1.05,1.2,1.5,7515.911180463162,0
35,34,PN00000138,2019-10-21,CA,2000,688.881057243067,500000,250000,13793,Female,Bachelor,Sales,Single,51236.96394117153,28860.180593955563,2019-07-02,Natural Disaster,Parked Car,Totaled,15,2,0,2,False,Ford,Convertible,2019,Snow,2,8747.449321517825,11598.286724176796,0,0,1.0,1.0,1.5,11279.107726298016,0
35,69,PN00000139,2021-07-18,IL,1000,2683.575360636414,500000,250000,84210,Male,High School,Sales,Widowed,17745.91313701599,45597.088383943206,2022-08-24,Collision,Side-swipe,Major,7,2,1,0,True,Toyota,Convertible,2002,Clear,0,0.0,0.0,402,20,1.0,1.1,1.0,9693.34950458704,0
33,23,PN00000140,2019-06-24,CA,2000,4083.5985205693187,1000000,500000,66282,Male,Master,Sales,Widowed,14567.390839573634,20410.85643032272,2016-12-13,Theft,Head-on,Minor,11,2,4,0,True,Ford,Truck,2006,Fog,1,1484.2842975962317,1484.2842975962317,0,10,1.1,1.0,1.2,9707.15072128283,1
5,86,PN00000141,2019-01-22,FL,500,3021.1462603257523,100000,100000,60812,Female,Bachelor,Clerical,Married,84426.78754050394,30214.764215853236,2023-09-19,Natural Disaster,Parked Car,Major,15,4,1,0,True,Honda,Coupe,2005,Fog,0,0.0,0.0,1701,18,1.05,1.0,1.2,9840.87252388879,1
106,26,PN00000142,2017-06-17,NY,250,1346.0596959830227,500000,0,20730,Female,Bachelor,Engineer,Divorced,86735.81145077726,34704.49231658061,2016-09-25,Collision,Parked Car,Major,3,1,3,2,False,Honda,Coupe,2010,Clear,0,0.0,0.0,0,6,1.05,1.2,1.0,6359.281133529394,0
103,38,PN00000143,2016-07-20,TX,250,2691.6993476148346,500000,100000,84139,Male,Master,Teacher,Married,72517.97101008035,49305.64862605407,2019-06-02,Theft,Side-swipe,Major,12,1,3,3,False,Toyota,Coupe,2015,Clear,0,0.0,0.0,1047,4,1.0,1.0,1.0,9516.369771235146,4
41,41,PN00000144,2020-09-18,CA,1000,4645.736224020018,100000,0,79634,Male,Bachelor,Teacher,Married,7276.5525007446595,5636.92536342516,2017-04-13,Vandalism,Head-on,Totaled,10,4,1,3,True,Ford,SUV,2022,Rain,0,0.0,0.0,0,-5,1.05,1.0,1.3,20403.47001702455,1
28,21,PN00000145,2020-07-14,NY,250,3277.4584011992456,100000,0,99019,Female,High School,Teacher,Single,90914.21752404253,6239.040436273174,2019-10-14,Natural Disaster,Head-on,Totaled,5,3,1,4,True,Toyota,Convertible,2006,Rain,0,0.0,0.0,0,13,1.05,1.0,1.3,14399.16446542949,2
7,41,PN00000146,2016-01-08,TX,2000,3746.7078240605892,250000,0,46848,Male,Master,Sales,Married,98075.2734858333,26160.174314183438,2017-11-26,Vandalism,Rear-end,Totaled,8,2,2,4,False,BMW,Coupe,2000,Rain,1,11472.544878741839,11472.544878741839,688,17,1.05,1.1,1.3,13646.456818501278,1
73,76,PN00000147,2023-06-23,CA,500,2013.1874584813172,500000,500000,96146,Male,Bachelor,Clerical,Divorced,77561.39290897094,2790.009427503204,2016-03-21,Collision,Side-swipe,Major,12,2,0,2,False,Ford,Coupe,2008,Clear,0,0.0,0.0,0,8,1.05,1.0,1.0,5674.143542747594,0
72,20,PN00000148,2015-07-12,IL,250,1348.1769882542799,250000,0,60250,Male,Bachelor,Clerical,Married,35341.26682466896,36373.989322420006,2022-01-14,Theft,Side-swipe,Major,0,1,0,3,False,Chevrolet,Convertible,2021,Clear,0,0.0,0.0,2378,1,1.1,1.2,1.0,9161.005456242085,1
12,85,PN00000149,2016-03-25,NY,2000,1650.3900345482164,250000,0,70893,Female,Master,Teacher,Widowed,40577.47723529836,49537.775309089855,2019-08-28,Vandalism,Side-swipe,Totaled,5,2,3,1,True,Toyota,Convertible,2011,Snow,0,0.0,0.0,1251,8,1.0,1.0,1.5,9148.357878028059,0
34,57,PN00000150,2016-09-18,CA,500,2899.2991719213273,100000,0,11973,Male,Bachelor,Teacher,Married,86963.67267799679,40571.78890336364,2016-06-02,Theft,Side-swipe,Totaled,18,3,4,4,True,Chevrolet,SUV,2017,Rain,0,0.0,0.0,0,-1,1.0,1.1,1.3,11756.131391393425,1
33,65,PN00000151,2022-01-14,TX,250,1760.9906912481667,1000000,250000,92943,Female,High School,Clerical,Widowed,28018.610755700225,13290.441698692357,2021-03-02,Vandalism,Side-swipe,Totaled,10,4,4,3,True,Toyota,SUV,2012,Fog,0,0.0,0.0,0,9,1.05,1.0,1.2,10293.749443763518,0
48,71,PN00000152,2016-10-17,TX,250,2938.841543417455,1000000,250000,96175,Female,Bachelor,Sales,Single,14185.761111584272,39978.06709394949,2023-05-18,Theft,Side-swipe,Major,5,1,2,3,False,Honda,SUV,2000,Clear,2,14166.127782309173,15420.766332394653,2404,23,1.05,1.0,1.0,7482.83269677306,2
119,52,PN00000153,2023-11-19,IL,250,3685.063673192796,100000,500000,71199,Male,PhD,Sales,Single,82280.42916714854,31393.81474738827,2020-09-26,Vandalism,Side-swipe,Minor,5,3,4,3,True,Chevrolet,Coupe,2003,Fog,0,0.0,0.0,0,17,1.05,1.0,1.2,9199.526227350085,5
23,73,PN00000154,2022-08-19,NY,500,3804.7814427663566,250000,500000,35994,Female,High School,Teacher,Single,19333.25502790163,5970.988230661006,2022-05-15,Theft,Parked Car,Major,2,4,3,0,False,Honda,Convertible,2008,Fog,1,24539.914375624587,24539.914375624587,0,14,1.05,1.2,1.2,11355.282224950703,2
62,57,PN00000155,2019-09-26,NY,250,1241.0822284749206,250000,250000,11055,Female,Master,Manager,Single,90729.98287503821,28296.2075235419,2021-10-09,Vandalism,Rear-end,Totaled,19,3,3,4,True,Honda,Coupe,2018,Snow,0,0.0,0.0,744,3,1.05,1.0,1.5,13218.557902302913,1
88,85,PN00000156,2021-09-08,CA,250,3876.938819752384,250000,250000,70280,Female,Master,Sales,Divorced,59568.2127016089,44838.8301140053,2020-09-21,Collision,Rear-end,Minor,5,2,0,2,False,Honda,Coupe,2008,Clear,1,12442.514931393454,12442.514931393454,0,12,1.05,1.0,1.0,10096.862446392828,3
37,63,PN00000157,2015-09-18,TX,2000,3527.0966281656156,250000,0,28914,Female,Bachelor,Manager,Single,55536.98523714251,14496.14682611186,2018-12-28,Theft,Head-on,Major,4,2,2,2,False,Honda,SUV,2011,Rain,0,0.0,0.0,1197,7,1.1,1.2,1.3,11637.172006064615,0
99,30,PN00000158,2019-04-26,TX,2000,554.0231001591801,500000,250000,74666,Female,PhD,Engineer,Married,77574.93314001708,32955.37581255158,2016-03-24,Collision,Parked Car,Major,19,2,3,2,True,Ford,Truck,2019,Rain,1,24647.42398349293,24647.42398349293,0,-3,1.05,1.0,1.3,9292.691829781028,0
44,44,PN00000159,2019-04-13,IL,2000,764.9247879038787,250000,500000,24945,Female,High School,Sales,Single,1646.528820717752,2078.2365925252398,2023-10-21,Vandalism,Side-swipe,Totaled,13,2,0,0,True,Ford,Convertible,2017,Fog,1,17249.27889381925,17249.27889381925,1652,6,1.05,1.0,1.2,14960.433105325526,1
